pl_name,ra,dec,pl_orbincl,pl_bmasse,pl_orbsmax,pl_orbeccen,pl_orblper,pl_orbper,pl_Omega,vx,vy,vz,x,y,z
HATS_43_b,80.5382418,-30.9708179,89.24,82.95363,0.04944,0.173,330.0,4.3888497,99.4609408768341,-3.14727,16.53458,29.14267,-0.00555,0.03497,-0.02044
HATS_5_b,67.2228465,-21.4820568,89.3,75.323,0.0542,0.019,204.0,4.763387,112.77562713253553,-4.04802,10.43434,-25.12642,0.01905,-0.04468,-0.02162
HATS_59_b,170.324325,-22.388177,88.1,256.17098,0.06112,0.129,227.0,5.416081,9.680896762340096,20.97052,2.91363,-19.72289,-0.03557,-0.00738,-0.03891
HD_100777_b,173.9646303,-4.7555425,90.0,390.92894,1.06,0.38,204.0,383.0,6.035369699999981,3.68273,0.38937,-8.31765,-0.59705,-0.06313,-0.26731
HD_10180_c,24.4731133,-60.5114881,90.0,13.1,0.06412,0.073,328.0,5.75969,155.5268867,-12.87563,5.86047,22.63933,-0.04588,0.02088,-0.0315
HD_10180_d,24.4731133,-60.5114881,90.0,11.75,0.12859,0.131,325.0,16.357,155.5268867,-10.43529,4.74973,16.37428,-0.08331,0.03792,-0.06409
HD_10180_e,24.4731133,-60.5114881,90.0,25.1,0.2699,0.051,147.0,49.748,155.5268867,6.30915,-2.87167,-10.67427,0.19551,-0.08899,0.1395
HD_10180_f,24.4731133,-60.5114881,90.0,23.9,0.4929,0.119,327.0,122.744,155.5268867,-4.99979,2.2757,8.459,-0.33147,0.15087,-0.23651
HD_10180_g,24.4731133,-60.5114881,90.0,21.4,1.427,0.263,327.0,604.67,155.5268867,-3.41319,1.55355,5.77467,-0.80278,0.36539,-0.5728
HD_10180_h,24.4731133,-60.5114881,90.0,64.4,3.381,0.095,142.0,2205.0,155.5268867,2.10619,-0.95865,-2.96191,2.19453,-0.99886,1.8838
HD_103891_b,179.4382907,-8.5486195,27.4,918.5241,3.27,0.31,181.49,1919.0,1.2204315559831147,0.21496,-4.24544,-2.2025,-2.25392,-0.10012,-0.027
HD_105618_c,182.4021288,11.2115695,31.968,8419.59233,35.731,0.126,255.004,77114.07158,355.4697392649435,1.12817,-0.3521,-0.16345,-10.07657,-24.8724,-15.97092
HD_106252_b,183.3730583,10.0404302,46.0,3178.28407,2.61,0.48,291.4,1531.0,355.3159356926532,6.22433,1.15864,1.72214,0.42188,-0.9153,-0.90898
HD_106270_b,183.4049258,-9.5135645,63.0,3623.24384,3.34,0.185,3.3,1888.0,356.17972887629935,-0.11292,1.89067,3.68763,2.71629,-0.11008,0.13962
HD_106315_b,183.4724742,-0.3934357,87.54,12.6,0.0907,0.093,239.0,9.55237,356.52433056930937,19.56446,-1.6955,-11.78478,-0.04248,-0.00045,-0.07045
HD_106315_c,183.4724742,-0.3934357,88.61,15.2,0.1536,0.22,96.0,21.05704,356.5265061868681,-19.90673,1.15737,-2.09519,-0.01233,0.00364,0.11912
HD_106515_A_b,183.7762699,-7.2575413,88.922,3025.09078,4.491,0.565,119.062,3586.86089,356.2230635532795,-4.90834,0.27252,-2.73125,-0.94479,0.09457,1.70732
HD_10697_b,26.2324076,20.0826974,86.116,1825.28854,2.051,0.104,112.816,1075.3799,153.71531974037126,4.08144,-1.87315,-1.88411,0.58812,-0.41844,1.69001
HD_108202_b,186.4613189,-1.1109233,56.0,953.48522,3.7,0.52,78.0,2990.0,352.22118267098205,-5.54192,1.43914,1.00192,0.49733,0.91251,1.4402
HD_108236_b,186.5740627,-51.3630519,87.59,3.24,0.04527,0.045,126.0,3.795963,353.4201684465098,-24.91417,2.10521,-18.14118,-0.02508,0.00437,0.03495
HD_108236_c,186.5740627,-51.3630519,88.3,4.94,0.062,0.034,211.0,6.203449,353.4230678750923,13.28153,-2.19958,-22.36815,-0.0511,0.00497,-0.03083
HD_108236_d,186.5740627,-51.3630519,89.06,6.98,0.1074,0.055,151.0,14.175685,353.4250602106326,-9.78977,0.83579,-17.71531,-0.08809,0.01097,0.0492
HD_108236_e,186.5740627,-51.3630519,89.245,9.71,0.1367,0.058,128.0,19.590025,353.4253714972841,-14.11545,1.47981,-11.08708,-0.07861,0.01041,0.10146
HD_108236_f,186.5740627,-51.3630519,88.963,4.72,0.1758,0.051,275.0,29.54115,353.4248698290684,15.60976,-1.7742,1.37424,0.0141,-0.00465,-0.16617
HD_108341_b,186.8791724,-71.4224896,65.0,715.11392,2.0,0.85,190.0,1129.0,352.4175661577969,1.82884,-6.79462,-13.92619,-0.29576,0.01716,-0.04721
HD_109988_b,189.8154662,-32.7263607,33.992,6935.33367,12.518,0.056,63.515,17132.15854,342.80517090810883,-1.4007,1.16044,0.46831,7.62683,6.81954,5.91325
HD_110082_b,192.5892855,-88.1211107,88.2,10.3,0.113,0.2,138.0,10.18271,347.40469763844186,-15.06572,2.81875,-17.00378,-0.06515,0.0165,0.06046
HD_110113_b,190.0365636,-44.3120777,87.69,4.55,0.035,0.093,359.53,2.541,349.95543996486674,0.55697,1.41044,36.83703,0.03126,-0.00555,-0.00026
HD_110537_b,190.7462412,-4.0501059,51.891,8612.832,16.714,0.401,104.177,24469.67342,346.43909395816553,-2.29861,0.18897,-0.45295,-0.97901,6.39856,7.63765
HD_11112_b,27.0881399,-41.4944106,144.876,2598.56506,13.38,0.285,289.063,17244.90764,138.36399545012765,-1.21796,1.9058,0.43272,-7.24883,-3.45137,-5.20233
HD_111232_b,192.2159553,-68.4246679,93.521,2531.50326,2.148,0.214,94.142,1169.13202,347.76163741720615,-5.18827,1.14956,-0.3841,-0.1411,-0.07522,1.68074
HD_111232_c,192.2159553,-68.4246679,87.902,5740.93452,17.25,0.558,34.27,26472.44623,347.77609683165065,-1.54488,0.42261,2.3456,6.19126,-1.18048,4.29043
HD_111998_b,193.2953521,-3.5531133,90.0,1525.57635,1.91,0.13,190.0,810.0,346.7046479,0.87562,-0.20691,-5.10263,-1.59259,0.37634,-0.28855
HD_112570_b,194.2824262,46.1765638,54.0,1086.97315,3.9,0.2,301.0,2615.0,342.5329811977326,3.54016,0.1227,1.62364,1.06099,-1.9818,-2.1636
HD_113337_c,195.4438496,63.610328,57.478,6299.67686,6.805,0.164,20.215,5429.93477,341.8586256627416,-0.4868,1.66836,2.2488,5.40225,-0.65791,1.65753
HD_114082_b,197.3171237,-60.3084347,90.0,2542.62726,0.5109,0.395,211.7,109.75,342.68287630000003,6.69614,-2.08781,-11.35676,-0.25106,0.07828,-0.16242
HD_114783_c,198.1818436,-2.2649921,159.0,603.87397,5.0,0.05,153.0,4352.0,317.4957905448567,0.67154,2.71773,-0.94327,-4.48038,1.37531,0.7728
HD_11505_b,28.2750265,-1.3284416,87.505,2510.52659,20.247,0.144,62.477,32669.22247,151.70229748545756,1.2451,-0.70723,0.74525,-7.36902,3.20753,15.35538
HD_11506_b,28.2106607,-19.507396,112.598,1551.00263,2.8,0.391,217.469,1613.74017,149.84146592560026,-3.85442,0.23791,-4.15824,0.96993,-1.02459,-0.95769
HD_11506_d,28.2106607,-19.507396,82.004,2346.52713,12.235,0.061,277.904,14723.57452,151.55553200204093,-1.68037,0.86872,0.26002,-0.63516,2.14434,-11.26889
HD_115404_A_c,199.2155793,17.0160384,25.791,3279.67133,11.364,0.211,312.056,15319.22517,321.302470420987,2.20883,0.01502,0.67299,0.93987,-8.43323,-2.89653
HD_115954_b,199.9853694,38.3691383,79.0,2685.65004,5.0,0.487,185.6,3700.0,339.67093724700317,0.12214,-1.01407,-4.6737,-2.41035,0.84207,-0.2457
HD_117207_b,202.3368806,-35.5713041,76.6,669.34663,3.787,0.157,90.217,2621.75,337.1017278845006,-3.48574,1.46871,-0.01394,0.27673,0.68624,3.10551
HD_118203_b,203.509956,53.7281876,88.9,693.50158,0.0701,0.301,157.4,6.134989,336.48618099855594,-11.63769,4.43778,-29.88419,-0.04134,0.01838,0.01883
HD_118203_c,203.509956,53.7281876,95.0,3527.89532,6.2,0.257,175.4,5070.0,336.41003450958254,-0.12712,0.36665,-3.25912,-4.22093,1.80806,0.36804
HD_120084_b,205.661989,78.0646376,38.0,2034.1018,4.21,0.483,103.9,2142.0,322.0321897669378,-4.573,2.32332,-0.76706,0.61209,1.63424,1.30079
HD_12235_c,30.0391601,3.0959098,47.738,3135.69506,22.21,0.174,79.772,36336.70679,141.99758792265015,1.1157,-1.11264,0.20887,-10.04244,-7.56181,13.3613
HD_124330_b,212.8207093,54.4089731,0.808,238.37131,0.86,0.34,18.28,270.66,271.2525348162852,9.0976,3.22775,0.12927,0.18975,-0.53494,0.00251
HD_125271_b,216.6474037,-81.4542756,93.088,3465.60095,10.817,0.165,164.716,14901.99295,323.31271713019305,-0.40695,0.44942,-2.17358,-7.06344,5.10255,2.37746
HD_125390_b,214.5387463,38.9669132,84.685,8646.20398,3.496,0.597,342.126,1757.39151,325.34586653233475,2.02428,-0.68235,6.33926,1.08024,-0.79541,-0.43056
HD_125612_d,215.2227183,-17.4818147,88.195,2281.37231,3.982,0.115,315.896,2822.72698,324.7638824784939,2.05515,-1.35382,2.53659,2.02234,-1.5231,-2.45141
HD_126614_b,216.7005171,-5.1784093,97.477,107.74383,2.249,0.548,304.917,1257.25303,323.06476420841267,4.73484,-4.28209,4.40032,0.53027,-0.26295,-0.82646
HD_128311_b,219.0032292,9.7454368,30.0,562.24127,1.084,0.303,57.864,453.019,301.690245716997,-0.43616,7.94212,2.19455,0.68259,-0.05091,0.31989
HD_128311_c,219.0032292,9.7454368,55.95,1204.25787,1.74,0.159,15.445,921.538,315.6529285463661,1.04456,3.19905,4.46574,1.1612,-0.8299,0.32289
HD_129445_b,221.5104196,-68.7629901,52.0,797.7493,2.9,0.7,163.0,1840.0,311.68052031535217,-5.56971,-1.52078,-6.61871,-0.43629,0.72552,0.20044
HD_132406_b,224.2276121,53.3809615,64.0,1970.53612,1.98,0.34,214.0,974.0,312.7181293360848,0.71478,-4.18261,-4.74091,-0.97032,0.57865,-0.6568
HD_135625_b,229.4511514,-45.9225871,93.0,731.00534,5.4,0.16,89.0,4055.0,310.5100381410393,-2.06587,2.4135,0.05538,-0.12904,-0.21437,4.52909
HD_135872_b,229.4213643,-5.2024735,93.872,1744.56013,4.172,0.164,174.268,2422.32597,310.5139587802071,-0.0501,0.43405,-3.60339,-2.27234,2.62305,0.34755
HD_136118_b,229.7306046,-1.5922913,116.779,4164.18779,2.327,0.344,313.267,1187.59765,307.09979591800675,1.13747,-4.52224,3.60747,1.03056,-0.5324,-0.99234
HD_136352_b,230.4401147,-48.3188174,88.49,4.72,0.0964,0.0,-185.64,11.57797,309.550114517046,-1.67558,1.1956,-20.13182,-0.06089,0.07413,0.00947
HD_136352_c,230.4401147,-48.3188174,88.571,11.24,0.1721,0.0,-110.22,27.59221,309.5511347335522,8.94927,-11.04162,-5.23312,-0.04098,0.0433,-0.16144
HD_136352_d,230.4401147,-48.3188174,89.73,8.82,0.425,0.0,170.89,107.245,309.5595729308642,-1.00644,1.14792,-9.51629,-0.26702,0.32373,0.06729
HD_13931_b,34.1979991,43.7722065,43.0,889.91954,5.15,0.02,-6.0,4218.0,135.10310401597832,-1.65928,-1.24696,1.91585,-3.28327,3.81614,-0.35979
HD_139357_b,233.8173564,53.9221505,103.235,6315.56828,2.949,0.099,235.995,1124.79139,305.4507550497534,2.36442,-2.42875,-2.19991,-0.45108,1.503,-2.14416
HD_1397_b,4.4471631,-66.3589285,88.99,131.89945,0.1097,0.251,2.1,11.53533,175.55214862705472,0.86219,-0.50024,24.49656,-0.08187,0.00631,0.00301
HD_14067_b,34.293348,23.7676546,39.0,4862.77463,5.15,0.65,105.9,2744.0,132.7001815963497,4.86142,-3.38094,-1.03643,-0.6552,-1.27654,1.09095
HD_140901_c,236.8689866,-37.9172333,40.0,572.09113,11.8,0.77,299.0,14386.0,292.7592154190344,3.45459,-3.36337,1.58125,-1.16777,-1.91678,-1.5258
HD_142_c,1.5836771,-49.0753625,90.374,3464.64746,9.811,0.277,279.051,10159.64279,178.41628917739905,-2.63166,0.0755,0.41938,-1.11672,-0.01487,-7.00488
HD_142022_A_b,242.5481731,-84.2317494,71.0,1433.40612,2.93,0.53,168.5,1928.0,296.16007949029097,-2.47859,0.25359,-6.13629,-0.51472,1.25063,0.25959
HD_143361_b,240.4588405,-44.4350575,50.0,1382.55357,1.988,0.197,241.889,1039.15,293.4672962953773,0.39952,-5.05824,-1.96383,-1.12975,0.32954,-1.07863
HD_145675_c,242.6021014,43.8163621,129.097,1597.08775,11.924,0.393,5.229,15732.45889,291.91222323698025,-1.69977,-0.41295,2.13032,2.30389,-6.84228,0.51193
HD_145934_b,243.2912249,13.2394527,81.958,658.54046,4.89,0.078,186.316,2751.53433,296.4820971104583,-0.23167,-0.49303,-3.02366,-2.06036,3.98008,-0.49112
HD_149026_b,247.6229827,38.3475349,84.55,120.7754,0.04364,0.0,109.0,2.87589,292.2857784599555,-11.64522,25.96161,-9.74791,-0.00176,0.01463,0.04108
HD_149806_b,249.2855187,0.2546794,13.574,4003.68444,12.404,0.357,53.02,16521.52778,275.07193547369843,1.32648,2.19623,0.3659,6.59334,-4.23139,1.49538
HD_150706_b,247.8255687,79.7894032,70.0,772.32303,6.7,0.38,132.0,5894.0,290.95645817535217,-1.73654,2.21684,-2.2771,-0.00815,2.97333,2.90085
HD_151450_c,252.0080127,-15.964345,42.369,1636.18064,14.131,0.138,31.179,18144.76236,282.3451066050227,0.9733,1.23081,1.10728,6.77953,-9.18434,4.24978
HD_15337_b,36.8678846,-27.6361171,88.5,7.51,0.0522,0.09,62.0,4.75615,143.12268928621944,21.03591,-16.24359,14.1253,-0.0185,0.0125,0.04193
HD_15337_c,36.8678846,-27.6361171,88.5,8.11,0.1268,0.05,329.0,17.1784,143.12268928621944,-7.89237,5.40053,15.89534,-0.08162,0.06326,-0.06202
HD_153557_d,254.4706516,47.3678558,14.324,8725.66109,21.449,0.152,6.861,40654.64809,273.9327789026643,1.5046,0.29278,0.38841,3.3389,-17.87158,0.53757
HD_154345_b,255.6524619,47.0855544,69.0,378.2158,4.21,0.04,319.6,3341.55884,283.43025842746215,1.32585,-1.80722,2.26602,-0.19819,-3.21169,-2.44546
HD_154391_b,255.3201345,60.6489226,47.0,2892.2385,7.46,0.2,310.0,5163.0,280.8459991482357,1.61918,-1.88733,1.3245,-2.34038,-4.35433,-3.34357
HD_155193_b,257.4208876,10.0381003,0.711,238.37131,1.04,0.21,62.88,352.65,270.15865072315,3.45685,6.7963,0.04313,0.73225,-0.3725,0.00907
HD_155918_c,260.5364025,-75.349239,31.771,1878.04806,13.183,0.071,182.687,17202.19446,275.01578645514223,-1.56425,-0.22473,-0.97724,-1.55582,12.14402,-0.3023
HD_156098_c,259.264687,-32.6630768,23.462,1661.60691,8.415,0.391,219.678,7841.5839,274.316708677276,-2.14724,-2.25804,-1.00308,-3.28985,3.70712,-1.30272
HD_156279_c,258.0966686,63.3527828,74.699,3098.82697,5.486,0.261,98.377,4818.25358,281.4928162456922,-0.82276,3.37045,-0.49241,0.91953,0.78968,3.86872
HD_15906_b,38.2712534,-10.352178,87.98,5.65,0.09,0.11,160.5,10.924709,141.7114265064613,6.60977,-4.2278,-22.03442,0.05868,-0.04752,0.02672
HD_15906_c,38.2712534,-10.352178,88.75,8.91,0.141,0.04,247.9,21.583298,141.72211539243304,-12.57888,10.10841,-6.55081,0.04167,-0.0294,-0.12539
HD_160691_b,266.0361585,-51.8348751,60.0,1366.66215,1.5,0.128,39.0,645.0,273.4341562632094,2.04324,3.80122,3.92703,0.47173,-0.99003,0.71287
HD_160691_c,266.0361585,-51.8348751,60.0,1398.44499,4.17,0.0985,84.0,3947.0,273.4341562632094,-0.02514,3.38244,0.30746,1.88951,-0.28027,3.23778
HD_160691_e,266.0361585,-51.8348751,60.0,2224.79885,0.934,0.0666,193.0,307.9,273.4341562632094,-3.28612,-1.76338,-5.86446,-0.14876,0.84205,-0.16984
HD_16175_b,39.2577379,42.0624526,59.0,1875.1876,2.12,0.6,221.5,990.0,136.36531244997445,-1.84169,6.35583,-5.54069,0.65937,-0.22881,-0.48164
HD_165131_b,271.3444007,-21.6737039,70.0,5943.39121,3.54,0.6708,3.61,2342.6,268.7366494635719,2.57785,0.41697,7.0556,-0.00055,-1.16333,0.06895
HD_166724_b,273.4988604,-42.5757218,68.0,1207.74795,5.42,0.734,202.3,5144.0,266.7553474848144,-2.53241,-2.47536,-5.91112,-0.12911,1.34335,-0.50723
HD_167677_b,274.2067844,-11.4067857,28.7,905.81096,2.877,0.182,302.0,1820.0,267.9770063346763,1.93518,-3.84698,1.13317,-1.79353,-1.18453,-0.95842
HD_168443_c,275.0159879,-9.5966905,91.218,5500.33841,2.842,0.21,65.597,1753.1096,264.9851396580285,0.32683,4.18799,1.90528,-0.12438,-0.92025,2.04414
HD_168863_b,275.6642157,-18.0219726,129.839,2154.8766,10.961,0.187,134.572,14773.93272,265.6449277989321,1.15208,1.55057,-1.23574,-3.58017,6.54476,4.8744
HD_16905_b,40.0136203,-61.3550396,43.0,3591.461,8.8,0.68,248.0,10256.0,129.08977660251688,-1.80525,4.33085,-1.23987,2.14725,0.38526,-1.78066
HD_169830_c,276.9561859,-29.8167919,24.469,2437.42605,3.075,0.246,313.483,1818.82339,267.1069625356426,2.71258,-3.48341,1.31286,-1.60977,-1.51617,-0.69681
HD_171238_b,278.6818389,-28.0727849,19.1,2796.88998,2.57,0.234,97.0,1532.0,267.13958183289276,-0.32576,4.95994,-0.19838,1.85605,0.14748,0.63937
HD_17156_b,42.4366123,71.7530882,87.82,1115.5833,0.16278,0.68,121.32,21.21663,137.542728748736,22.96608,-20.05671,-18.53512,0.01883,-0.01953,0.04447
HD_175167_b,285.0033888,-69.9450664,94.637,2037.59792,2.307,0.528,349.639,1276.07604,255.04351506817915,-0.91732,-1.14051,7.29765,-0.26115,-1.03895,-0.1952
HD_18015_b,43.3636339,-8.8480392,69.0,1048.83374,3.87,0.148,265.0,2278.0,134.66834719944518,-2.51407,2.70807,-0.30166,1.03918,0.62315,-3.06653
HD_181234_b,289.9998695,-9.32497,98.732,2980.91263,7.427,0.726,95.367,7593.40512,250.2138560458412,2.02753,5.39322,-0.53497,-0.22499,0.28323,2.00259
HD_18143_c,43.9140248,26.8723829,35.98,3177.64841,17.53,0.194,313.318,28982.41764,121.39182299273266,-1.5578,0.60619,0.73619,2.05188,12.6075,-6.0394
HD_183263_c,292.1022982,8.3579183,73.718,2958.98247,5.585,0.051,297.163,4667.97841,248.70331036295028,-0.57046,-2.44942,1.22609,-2.11062,-1.77424,-4.52649
HD_183579_b,293.2866147,-54.5327284,89.11,20.4,0.1322,0.061,270.0,17.471291,246.71589536587692,-7.26115,-16.87309,-0.0,-0.00177,0.00076,-0.12412
HD_185283_b,295.3233609,-56.3221096,91.0,413.17693,4.6,0.07,281.0,4060.0,244.6800130519304,-1.32866,-2.78379,0.59949,-0.28285,-0.76921,-4.19876
HD_18599_b,44.2620144,-56.1918694,87.6,24.1,0.048,0.34,-2.5,4.1374354,135.7128535659808,-2.46969,0.02081,40.78918,-0.02262,0.02214,-0.00138
HD_188641_b,299.4048303,-37.7448845,49.245,9333.03117,12.027,0.034,250.078,14583.81038,246.88149298318956,-1.0754,-1.45704,-0.48382,-5.00373,6.4406,-8.27413
HD_189733_b,300.1821223,22.7097759,85.71,359.1479,0.03126,0.0,20.0,2.21857567,239.88769281967896,8.25879,9.26091,33.30065,-0.01405,-0.02581,0.01066
HD_190228_b,300.7537294,28.3065564,94.987,1598.67689,2.406,0.559,97.211,1143.59858,239.34167772408642,3.92438,6.4574,-0.95239,-0.0108,0.16123,1.04867
HD_190360_b,300.9092476,29.894541,80.2,572.09113,3.9,0.34,19.9,2854.0,239.46064912006506,1.409,0.96036,4.20054,-1.10139,-2.16033,0.86335
HD_190984_b,302.8779827,-64.6202728,64.0,1137.8257,5.5,0.57,318.0,4885.0,239.8448629258354,-0.27873,-3.79971,3.41938,-1.48272,-1.1712,-1.42234
HD_191806_b,302.368758,52.2767265,66.519,2966.61035,2.749,0.213,346.184,1603.38923,239.8277108897414,1.00904,-1.88621,4.1903,-1.23387,-1.71278,-0.47386
HD_191939_b,302.0256247,66.8503014,88.1,10.0,0.0804,0.031,5.0,8.8803256,237.9885398036194,1.69615,1.28901,22.75751,-0.04095,-0.06593,0.00679
