pl_name,mass,vx,vy,vz,x,y,z,Cluster,centroid_mass,centroid_x,centroid_y,centroid_z
14_Her_b,2559.47216,-4.64113,0.88954,2.97201,-0.07219,-1.69258,0.39387,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
51_Eri_b,635.66,0.83989,-2.67728,0.10748,4.66696,1.67694,5.30235,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
51_Peg_b,146.2018,23.31683,3.97254,14.47044,-0.02442,-0.0149,0.04344,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
55_Cnc_b,263.9785,4.6168,5.04523,17.35987,0.0723,0.07685,-0.04156,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
55_Cnc_c,54.4738,-0.42628,-0.36329,13.27938,0.15724,0.16783,0.00964,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
55_Cnc_d,1232.493,1.87079,2.00313,1.04662,1.281,1.33331,-4.84155,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
55_Cnc_e,7.99,-36.44806,-38.52269,3.68511,-0.0005,0.00186,0.01454,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
55_Cnc_f,44.812,5.25966,5.60439,-1.02551,-0.06172,-0.07069,-0.7029,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
7_CMa_b,587.9855,-0.20353,-1.26064,-4.8675,-0.25477,-1.578,0.41934,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
7_CMa_c,276.5121,0.59444,3.68186,-2.75971,-0.18779,-1.16314,-1.59225,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
AF_Lep_b,1017.0509,1.37964,1.5459,-1.83708,2.64815,-5.26913,-2.44521,0,9333.03117,-5.00373,6.4406,-8.27413
AU_Mic_b,20.12,19.70411,22.42643,0.7671,-0.00055,-0.00132,0.05248,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
AU_Mic_c,9.6,-8.73596,-9.66516,-13.82999,0.05194,0.06069,-0.07522,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
BD_45_564_b,432.24663,-2.10516,-7.48938,0.11796,-0.70239,0.19792,0.03094,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
BD_55_362_b,228.83645,6.40984,6.85293,-0.06892,0.41581,-0.38897,-0.00426,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
BD_63_1405_b,3305.41543,-1.23325,17.28299,-0.13365,0.24523,0.0177,0.02566,0,9333.03117,-5.00373,6.4406,-8.27413
BD_00_4475_b,7961.6016,-6.29909,-4.58791,-0.23583,-0.51243,0.71415,-0.20604,0,9333.03117,-5.00373,6.4406,-8.27413
BD_14_3065_b,3932.0,-20.06011,-7.29641,15.20563,0.02863,0.02324,0.04893,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
BD_210397_c,1525.57635,2.90415,1.85139,-2.21926,1.90768,-2.76295,0.19146,0,9333.03117,-5.00373,6.4406,-8.27413
CoRoT_10_b,874.0,-8.51638,-20.20659,-27.15355,0.01313,0.0363,-0.03113,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
CoRoT_12_b,291.438,-5.37572,-32.04403,-8.67714,-0.00459,-0.00897,0.03596,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
CoRoT_16_b,170.032,-1.94442,7.524,-34.75188,0.00671,0.04001,0.00829,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
CoRoT_17_b,772.29,0.83798,-0.12816,29.25143,-0.00697,-0.04557,0.0,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
CoRoT_2_b,1102.82,13.57419,34.71225,-7.91775,0.00297,0.00499,0.02696,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
CoRoT_20_b,1366.669,-5.43736,-35.34463,20.54981,0.00148,0.01836,0.03197,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
CoRoT_22_b,12.2,-2.15439,-10.97922,-19.37847,0.01343,0.0723,-0.04246,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
CoRoT_23_b,889.9,6.03323,25.90946,20.69028,-0.00186,-0.02487,0.03168,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
CoRoT_28_b,153.82972,2.75915,21.5275,-15.75535,0.00662,0.03316,0.04647,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
CoRoT_29_b,270.1555,5.44416,34.24235,1.81508,0.00136,-0.00209,0.03535,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
CoRoT_30_b,921.707,0.09552,0.71576,-21.76757,0.01108,0.08303,0.00278,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
CoRoT_31_b,266.9772,0.11157,22.12362,14.55073,0.0083,0.0312,-0.0475,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
CoRoT_5_b,148.42,6.09795,23.51195,-19.12805,-0.00293,-0.02789,-0.03522,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
CoRoT_7_b,4.07661,4.55809,-17.64028,-44.58835,-0.00398,-0.01552,0.00573,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
CoRoT_7_c,8.4,4.99711,-0.95268,-28.85044,-0.00861,-0.04519,0.0,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
CoRoT_9_b,266.9772,1.40543,7.29714,8.54865,-0.04885,-0.25853,0.22872,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
DENIS_P_J082303.1_491201_b,9057.77,-10.28332,-4.18299,10.09655,0.03207,0.20246,0.11654,0,9333.03117,-5.00373,6.4406,-8.27413
EPIC_211822797_b,4.35,-0.06926,0.05896,19.30101,0.07282,0.08553,0.0,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
EPIC_211945201_b,27.0,-11.80612,-11.18208,0.0,-0.00376,0.00397,0.1492,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
EPIC_220674823_c,8.9,0.79552,0.06843,-21.74466,0.09171,-0.02135,0.00329,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
EPIC_249893012_b,8.75,13.37925,-17.22615,-21.71294,-0.02235,0.02193,-0.03117,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
EPIC_249893012_c,14.67,7.08775,-8.75193,-14.91854,-0.06623,0.07031,-0.07271,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
EPIC_249893012_d,10.18,0.07357,-0.29884,-15.57841,-0.12452,0.13947,-0.00326,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
G_9_40_b,11.7,-0.56792,0.5622,32.0121,0.02709,0.02736,0.0,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
GJ_1132_b,1.83705,45.32724,22.22109,-5.12501,-0.00119,-0.00114,-0.01543,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
GJ_1214_b,8.41,-9.52242,49.30366,11.59107,0.00091,-0.00325,0.01457,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
GJ_1252_b,1.32,39.36898,52.58008,0.0,0.00064,-0.00048,0.00912,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
GJ_143_b,22.7,10.66889,-13.48879,-2.41686,0.01198,-0.01811,0.15397,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
GJ_179_b,301.93699,2.6771,-1.63894,-3.90347,0.03272,-1.74707,0.75598,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
GJ_2030_c,4069.15709,1.1894,0.98131,-0.42324,9.72185,-12.64402,-1.99535,0,9333.03117,-5.00373,6.4406,-8.27413
GJ_3090_b,3.34,32.06932,-10.04932,-35.94278,0.01449,-0.00619,0.01466,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
GJ_317_b,794.5,-4.24598,-4.42155,1.37265,-0.44782,0.65351,0.71986,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
GJ_3470_b,13.9,-0.9465,-0.61784,33.90066,0.01731,0.03029,0.00104,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
GJ_3634_b,8.4,-38.71859,-10.13355,3.60045,-0.0015,0.01372,0.02251,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
GJ_367_b,0.633,-62.99242,-36.11386,31.72946,0.00164,0.00241,0.00599,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
GJ_3929_b,1.75,-20.03685,34.13398,0.0,0.00059,0.00035,0.02519,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
GJ_436_b,22.1,6.40037,3.10308,41.7303,0.02471,0.00168,-0.00392,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
GJ_463_b,1144.18227,3.09847,-1.84828,0.61578,1.68039,2.34796,-1.40792,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
GJ_486_b,3.0,-46.96041,9.96776,0.0,7e-05,0.00032,0.01713,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
GJ_676_A_b,1840.86213,-0.42911,6.61982,0.25553,0.77758,0.01607,0.88946,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
GJ_676_A_c,4288.14087,-0.04229,-2.72557,-0.15966,-5.71089,0.31018,-3.78229,0,9333.03117,-5.00373,6.4406,-8.27413
GJ_680_b,7977.49302,-2.4152,1.39626,-0.95134,2.7258,5.52582,1.19004,0,9333.03117,-5.00373,6.4406,-8.27413
GJ_832_b,314.65012,-2.45755,0.31462,-2.37791,1.56995,2.89007,-1.24015,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
GJ_876_b,723.2235,11.87154,-0.80682,7.78578,-0.09519,-0.11788,0.13293,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
GJ_876_c,226.9846,18.63638,-1.64252,12.81307,-0.04769,-0.05622,0.06215,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
GJ_876_d,6.83,-46.40908,1.01465,-27.0755,0.00689,0.00969,-0.01144,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
GJ_876_e,14.6,-10.2959,-0.37172,-5.06905,0.10759,0.18534,-0.23211,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
GJ_896_A_b,718.2922,-0.82455,-4.13479,10.50756,-0.41154,-0.03642,-0.04663,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
GJ_9714_b,2988.54051,0.88076,1.89831,-0.03247,-8.55322,4.04274,4.34252,1,1102.6302929666667,-0.025847466666666624,0.05452856666666667,-0.016709300000000066
HAT_P_1_b,166.86075,-24.71328,-6.28681,-7.72306,0.01448,0.00825,-0.05305,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HAT_P_11_b,26.69772,5.49866,9.6925,32.34432,-0.01793,-0.03446,0.01338,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HAT_P_11_c,731.009,4.61638,2.21191,-3.48597,-0.19811,1.48728,0.68135,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HAT_P_12_b,67.059,3.04793,-1.0778,31.90035,0.03326,-0.01881,-0.00381,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HAT_P_13_b,270.462,12.04207,9.76745,-26.16456,-0.02201,-0.03041,-0.02148,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HAT_P_14_b,1093.3352,-5.59967,27.05646,-7.91946,0.00318,0.01548,0.05064,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HAT_P_15_b,616.5902,-9.72825,22.24298,-3.41153,0.00549,-0.00947,-0.07739,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HAT_P_16_b,1332.605,-17.40991,4.53962,-26.52499,0.03277,-0.0042,-0.02222,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HAT_P_17_b,184.3414,-9.1298,-6.01624,-28.46198,0.04342,0.03129,-0.02054,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HAT_P_18_b,62.61,-6.20282,24.25772,-14.45159,-0.00514,0.0251,0.04433,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HAT_P_19_b,88.03847,-30.06297,5.10452,-7.60254,0.01026,-0.00137,-0.0415,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HAT_P_2_b,2866.81223,-0.07482,-6.5844,-42.15825,-0.01394,0.02944,-0.00457,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HAT_P_20_b,2302.899,7.26215,21.75503,24.51269,0.01095,0.02363,-0.02421,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HAT_P_21_b,1547.8321,28.48749,5.41012,20.87513,0.02222,0.00189,-0.03081,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HAT_P_22_b,785.0401,-11.03226,-6.70124,-28.73829,-0.03414,-0.01447,0.01648,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HAT_P_23_b,664.237,22.33783,33.84668,-21.46169,0.00699,0.00696,0.01825,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HAT_P_24_b,238.3725,3.63859,8.41274,-29.87609,-0.01305,-0.03925,-0.01264,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HAT_P_25_b,180.84527,-19.09421,21.13577,8.70369,-0.00782,0.01086,-0.04352,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HAT_P_26_b,22.2481,-19.20195,13.20501,22.49165,0.02492,-0.0154,0.03031,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HAT_P_27_b,197.05,1.86303,2.00653,31.29638,0.02931,-0.02722,0.0,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HAT_P_28_b,198.953,-24.54789,6.35538,-19.08981,0.02441,-0.00446,-0.03287,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HAT_P_29_b,279.6904,8.67559,-4.16716,-24.82588,0.04683,-0.03192,0.02172,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HAT_P_3_b,206.5895,-27.53988,12.9827,-9.70433,-0.00977,0.00677,0.03679,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HAT_P_30_b,263.7989,17.81074,24.64226,-9.81118,-0.00337,-0.0127,-0.03802,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HAT_P_31_b,721.4741,-0.6926,-32.63756,3.59936,-0.00243,-0.00496,-0.04542,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HAT_P_32_b,216.1244,26.02912,-16.2033,25.72021,-0.01593,0.00914,0.02188,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HAT_P_33_b,292.4036,-4.08133,-6.16818,27.12296,0.01839,0.04461,0.01291,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HAT_P_34_b,1058.3739,9.3269,10.9843,35.51971,-0.01892,-0.03028,0.01433,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HAT_P_35_b,335.62848,15.01861,22.00667,-10.75059,-0.00823,-0.01646,-0.04518,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HAT_P_36_b,587.41341,-32.95755,6.16681,27.09536,0.01419,-0.00118,0.01753,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HAT_P_37_b,371.528,0.6017,9.57523,-32.83094,0.00898,0.03313,0.00983,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HAT_P_38_b,84.857,-20.48961,15.09336,-14.68416,0.02061,-0.01311,-0.04224,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HAT_P_4_b,213.255,-19.0198,22.6505,-3.84137,-0.00362,0.00442,0.04401,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HAT_P_44_b,111.871,-22.57228,14.52739,-11.39257,-0.01547,0.01094,0.04461,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HAT_P_45_b,283.492,0.33761,17.38161,-25.71355,0.00364,0.03546,0.02402,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HAT_P_46_b,156.684,1.00922,27.80731,10.09236,0.0036,-0.01734,0.0474,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HAT_P_49_b,699.226,1.62259,-1.15234,29.96306,-0.02535,-0.03569,0.0,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HAT_P_6_b,419.5356,27.25204,2.65452,-1.95664,0.0041,-0.00373,0.0521,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HAT_P_7_b,584.8072,-8.34277,-10.99843,-29.72176,0.01097,0.03179,-0.01484,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HAT_P_8_b,406.8224,25.32815,8.2506,-12.98041,0.0193,0.00427,0.04038,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HAT_P_9_b,238.05467,-3.27331,-13.66393,-26.19619,-0.01604,-0.03966,0.02269,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HATS_1_b,589.55,-10.55552,1.63356,31.89925,0.03697,0.00383,0.01204,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HATS_2_b,435.42492,-0.11993,2.10335,55.59951,0.01642,0.00094,0.0,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HATS_22_b,870.8542,-25.07724,-2.0258,16.95427,0.0256,0.00406,0.03834,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HATS_24_b,718.2958,-0.78653,40.72025,0.0,0.00167,3e-05,0.02374,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HATS_3_b,340.382,6.864,10.06009,-25.80054,0.03064,0.03155,0.02045,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HATS_4_b,420.471,2.31297,33.24825,2.91487,0.00115,0.00304,-0.03558,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HATS_41_b,3082.951,-1.68835,-27.3158,-27.53585,-0.01007,-0.02433,0.02476,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HATS_43_b,82.95363,-3.14727,16.53458,29.14267,-0.00555,0.03497,-0.02044,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HATS_5_b,75.323,-4.04802,10.43434,-25.12642,0.01905,-0.04468,-0.02162,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
