pl_name,mass,vx,vy,vz,x,y,z,Cluster,centroid_mass,centroid_x,centroid_y,centroid_z
HD_191939_e,112.2,-4.25175,-6.51979,-6.52839,0.1286,0.21857,-0.30204,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HD_192310_b,16.9,0.85883,1.28153,-12.56421,0.15383,0.22955,0.03393,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HD_192310_c,24.0,4.21585,6.2908,-2.75628,0.15278,0.22798,0.75401,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HD_194490_b,3561.90296,-1.46376,-1.92023,-0.3193,-2.98119,3.43234,-6.97509,0,9333.03117,-5.00373,6.4406,-8.27413
HD_196050_b,1493.79351,-2.99551,1.83852,-3.16118,1.07046,1.82923,0.04951,0,9333.03117,-5.00373,6.4406,-8.27413
HD_196067_b,3972.85509,-1.85708,4.78687,-3.46887,1.30015,0.93371,0.59243,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HD_202206_c,5689.157,0.10844,-5.05926,0.11777,-1.8628,-0.0457,-0.24804,0,9333.03117,-5.00373,6.4406,-8.27413
HD_202696_b,634.38868,-1.41518,-1.22048,-4.71998,1.09049,0.94046,-0.57014,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HD_202696_c,592.43512,2.18882,1.88767,-3.07793,1.25666,1.08376,1.55832,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HD_202772_A_b,323.23311,21.31081,18.6567,-3.962,0.00839,0.00091,0.04939,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HD_203387_c,2378.94563,1.20807,3.20467,0.08011,-3.53255,1.29464,1.48142,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HD_204313_b,1466.7781,-2.67305,-2.61198,1.08715,-1.15809,0.09449,-2.62044,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HD_204313_e,4868.17771,1.03915,-2.79156,-0.08732,5.20701,1.94902,-0.34277,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HD_206893_b,8899.1954,1.4293,-1.33356,-1.27669,5.51592,6.13842,-0.23659,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HD_206893_c,4036.42077,-0.34059,4.85393,1.74656,-1.91044,-0.39622,0.72861,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HD_207496_b,6.1,22.90682,13.49413,17.25966,-0.02207,-0.01441,0.04056,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HD_207897_b,14.8,15.08288,10.4847,0.0,0.00145,-0.00208,0.11697,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HD_20794_b,2.7,-0.0,-0.0,18.08532,-0.07758,0.09246,0.0,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HD_20794_c,2.4,-0.0,-0.0,13.92486,-0.13087,0.15597,0.0,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HD_20794_d,4.8,-0.0,-0.0,10.62204,-0.22491,0.26804,0.0,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HD_209458_b,232.0159,0.81199,-1.45019,28.91288,-0.04107,-0.023,0.0,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HD_213240_b,1655.886,-3.68093,1.62456,-5.91196,0.84687,0.59309,-0.36431,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HD_214823_b,5914.78665,3.42656,0.84894,-2.29672,1.21855,0.82665,2.12355,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HD_215497_c,111.23994,5.80655,1.92565,6.7942,-0.48974,-0.16241,0.46458,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HD_216437_b,1334.87931,3.34613,4.06261,1.20943,-1.31547,0.82994,0.85166,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HD_217786_b,4402.55909,5.17793,1.74846,-0.91785,0.43674,-0.47631,1.55647,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HD_217958_b,166.54209,-3.50096,-0.89247,-1.15559,0.95551,0.16219,-3.02005,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HD_219077_b,3057.50928,5.87208,1.20346,3.84209,-0.72892,-0.1442,1.15922,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HD_219134_b,4.74,0.55868,-2.69652,31.79547,-0.03795,-0.00786,0.0,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HD_219134_c,4.36,24.16223,4.55941,8.93812,-0.01996,-0.00691,0.05749,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HD_219828_c,5102.41725,5.27993,-2.60262,-5.67614,0.79402,0.50601,0.50658,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HD_220689_b,381.39409,3.20469,0.96868,-1.32051,1.38231,-0.75675,2.79954,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HD_221416_b,60.5,-19.25224,-1.94487,-5.53208,0.02879,0.01133,-0.10418,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HD_221420_b,6992.22495,-1.96061,0.97215,-0.43093,4.13291,7.76152,-1.29402,0,9333.03117,-5.00373,6.4406,-8.27413
HD_222155_b,581.62598,0.82664,1.25878,-2.88769,4.1557,-0.04405,1.17043,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HD_224538_b,2075.73733,3.08767,0.13517,6.10493,-1.11058,0.00553,0.56157,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HD_23472_b,8.32,10.38422,-14.82323,-8.05634,0.02335,-0.03717,0.09849,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HD_23472_c,3.41,0.11189,-0.62184,16.48325,-0.08746,0.12692,0.00538,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HD_23472_d,0.55,5.09243,-9.34299,30.71773,-0.0218,0.03087,0.01301,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HD_23472_e,0.72,10.18553,-15.55879,17.94828,-0.0258,0.03557,0.04548,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HD_23472_f,0.77,0.50333,-1.54963,22.33126,-0.04775,0.06917,0.00588,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HD_235088_b,4.2,12.00674,20.29463,0.0,0.00133,-0.00079,0.07098,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HD_23596_b,3786.60764,-1.57387,4.85756,-0.30395,1.45682,0.39636,-1.20916,0,9333.03117,-5.00373,6.4406,-8.27413
HD_25015_b,2884.92845,0.96943,-3.45158,0.06703,-3.37164,-0.90458,2.18335,0,9333.03117,-5.00373,6.4406,-8.27413
HD_25912_c,5252.75008,0.57393,-1.08973,0.96579,-5.42109,8.9494,13.31944,1,1102.6302929666667,-0.025847466666666624,0.05452856666666667,-0.016709300000000066
HD_260655_b,2.14,-6.10826,-31.41964,20.75458,0.0014,0.01533,0.02361,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HD_260655_c,3.09,1.00913,12.66027,27.1233,0.00742,0.04074,-0.01929,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HD_26161_b,9045.39646,-3.88991,-3.34586,8.37339,-0.37337,0.68524,0.10036,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HD_2685_b,371.8611,-2.12983,0.65301,-28.79655,0.05107,-0.00652,-0.00392,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HD_27631_b,495.81231,1.93379,-2.84375,-2.08527,0.02628,-1.63509,2.25418,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HD_27894_d,2063.65985,-0.05539,1.81649,3.42747,-1.58747,2.76807,-1.49268,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HD_28185_c,6241.83209,0.93796,-1.63698,-0.5039,-4.33346,-5.35408,9.32718,1,1102.6302929666667,-0.025847466666666624,0.05452856666666667,-0.016709300000000066
HD_28254_b,1207.74795,4.49172,24.53356,2.52205,-0.11453,0.02465,-0.03579,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HD_29021_b,1420.69298,5.57815,1.09823,-3.79137,0.24218,-1.20946,0.00597,0,9333.03117,-5.00373,6.4406,-8.27413
HD_29985_b,1739.47487,0.59374,-2.16289,0.01824,-5.80515,-1.52726,7.86657,1,1102.6302929666667,-0.025847466666666624,0.05452856666666667,-0.016709300000000066
HD_30177_b,2670.7121,0.29582,-1.72872,3.68739,-0.95443,2.40891,1.20591,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HD_30177_c,1954.6447,0.24532,-1.343,-1.51562,3.30783,-6.6781,6.45292,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HD_30562_b,467.20776,2.14478,-10.72439,2.02704,-0.25482,0.04328,0.49859,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HD_3167_c,11.13,0.5755,0.10709,-15.8216,0.16489,-0.02542,0.00583,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HD_32963_b,657.9048,1.27009,-3.40331,-0.35268,-2.78333,-1.14259,1.00236,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HD_331093_b,476.74261,-9.98662,2.56556,-0.06454,0.1469,0.57183,0.00094,0,9333.03117,-5.00373,6.4406,-8.27413
HD_332231_b,74.1,0.41828,0.40637,16.49014,-0.08666,-0.11614,0.00506,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HD_38529_c,3299.05886,1.29377,-1.75389,4.59091,0.07722,1.94354,0.72074,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HD_39091_b,3917.23512,-4.04007,3.26725,5.2622,0.24905,1.06051,-0.46725,0,9333.03117,-5.00373,6.4406,-8.27413
HD_42813_b,5.9,-1.0105,-18.91755,0.0,-0.00134,7e-05,0.10999,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HD_43197_c,2500.67391,-2.33066,-0.76789,0.46893,-2.18638,6.91571,0.45804,0,9333.03117,-5.00373,6.4406,-8.27413
HD_44219_b,184.34048,-0.43776,-4.94395,-7.08831,-0.05371,-0.60658,0.4264,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HD_457_b,8445.33643,-2.60787,0.80918,-1.33629,3.42555,2.52537,-5.15599,0,9333.03117,-5.00373,6.4406,-8.27413
HD_50554_b,1859.29618,-3.45268,0.29152,6.2018,0.21,1.15351,0.06269,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HD_5278_b,7.8,13.59131,-2.84379,-13.88338,0.07611,-0.01796,0.07819,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HD_55696_b,1357.1273,1.73046,-6.46245,-5.19561,-0.51711,-0.56985,0.53657,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HD_56957_b,1880.90851,2.40843,-2.18111,0.44698,3.06625,3.48869,0.50199,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HD_62364_b,5965.6392,3.57416,-1.18641,3.47369,0.73124,2.30342,0.03433,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HD_62364_c,7923.46219,-1.06659,-2.67142,0.25153,-5.93168,2.85864,5.20822,1,1102.6302929666667,-0.025847466666666624,0.05452856666666667,-0.016709300000000066
HD_62549_b,2707.5802,-1.61091,-1.3099,-0.44667,5.82026,-7.91028,2.2069,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HD_63433_b,37.3,-10.80435,-20.77444,0.0,-0.00069,0.00036,0.072,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HD_63433_c,17.2,-7.58701,-14.58895,0.0,-0.00193,0.001,0.14598,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HD_63935_b,10.5,-10.21072,-19.27135,0.0,-0.00193,0.00102,0.08297,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HD_63935_c,11.1,-7.64579,-14.43218,0.0,-0.00401,0.00213,0.14793,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HD_66428_b,3478.94974,5.43886,-0.35904,-1.62023,-0.13337,-1.79027,-0.05098,0,9333.03117,-5.00373,6.4406,-8.27413
HD_66428_c,560.64931,0.3312,0.87112,-2.34914,-3.7201,-5.87487,-2.70305,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HD_68402_b,2510.84442,-4.11213,-0.45559,1.45341,-0.15577,2.09768,0.21682,0,9333.03117,-5.00373,6.4406,-8.27413
HD_69123_b,982.08978,1.81738,4.12215,1.75298,0.94871,0.32289,-1.74284,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HD_70642_b,1239.53079,1.2047,3.93502,0.10167,2.27959,-0.66268,-1.36286,0,9333.03117,-5.00373,6.4406,-8.27413
HD_72659_b,949.67128,2.39363,2.83781,-0.67464,0.19018,-0.95595,-3.34635,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HD_72659_c,5977.08102,0.75394,1.67772,-0.10605,11.16294,-5.20882,-3.04318,0,9333.03117,-5.00373,6.4406,-8.27413
HD_73256_c,5085.25451,-0.33889,3.65909,0.91816,2.83447,0.5988,-1.34018,0,9333.03117,-5.00373,6.4406,-8.27413
HD_73267_b,1321.53052,0.09576,4.74334,-2.7773,-1.25899,-0.51767,-0.92754,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HD_73267_c,1630.77756,-1.13941,-1.36591,-0.74529,-2.54903,-3.68702,10.65427,1,1102.6302929666667,-0.025847466666666624,0.05452856666666667,-0.016709300000000066
HD_73344_b,10.48,-4.61207,-6.40258,-16.05424,-0.07429,-0.08663,0.05589,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HD_73583_b,10.2,17.18546,21.01855,6.76633,0.00966,0.00927,-0.05331,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HD_73583_c,9.7,8.13579,9.91434,14.44496,0.05485,0.06552,-0.07586,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HD_74156_c,2753.98315,2.96503,3.8617,0.14212,-0.87837,0.74729,-1.98003,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HD_7449_b,2597.9294,7.20741,7.77257,1.42681,-0.43936,0.41388,-0.03519,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HD_75302_b,1716.2734,-0.65597,3.88564,1.20204,2.85146,0.86863,-1.25177,0,9333.03117,-5.00373,6.4406,-8.27413
HD_77946_b,10.9,-4.10678,-2.35687,28.41882,0.04117,0.03921,0.0092,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HD_80606_b,1392.0954,32.16077,26.76901,25.16943,0.01295,0.01018,-0.02738,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HD_80869_b,1609.80088,-13.51984,-11.97725,4.21856,0.05952,0.00765,0.21247,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HD_80883_b,1748.05624,0.22907,2.78695,-1.18402,-4.43818,-0.70422,-2.51622,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HD_80913_b,7505.2,-0.7922,-2.63448,-0.12236,-6.09419,1.71274,2.57943,1,1102.6302929666667,-0.025847466666666624,0.05452856666666667,-0.016709300000000066
HD_81040_b,2151.06266,-6.43372,-5.18757,1.22145,0.08825,0.09564,0.87102,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HD_81817_b,7668.5638,2.93682,1.93251,1.57321,0.81907,0.91219,-2.64952,0,9333.03117,-5.00373,6.4406,-8.27413
HD_82943_b,534.25,4.70476,3.45455,3.49328,0.41038,0.30133,-0.85069,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HD_82943_c,622.603,-7.67097,-5.63254,-4.89096,-0.17358,-0.12746,0.41903,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HD_86065_b,2877.30057,0.27935,-1.78488,-0.77467,-11.36503,-3.41822,3.77744,1,1102.6302929666667,-0.025847466666666624,0.05452856666666667,-0.016709300000000066
HD_86226_c,7.25,8.17136,2.77216,-29.35774,-0.03698,-0.02305,-0.01247,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HD_86264_b,3117.26102,7.72241,3.99475,8.35244,0.28344,0.19498,-0.35532,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HD_8673_b,4210.59074,-4.84843,2.67979,7.38114,-0.61563,0.1953,-0.47529,3,3739.7065624324323,-0.15130081081081065,0.4881935135135135,0.38931972972972967
HD_87883_b,1719.13385,2.7391,6.93307,1.07222,1.03353,-0.33384,-0.48165,0,9333.03117,-5.00373,6.4406,-8.27413
HD_88072_b,2511.7979,0.71986,1.83659,0.01535,-10.73448,4.22504,-2.10981,1,1102.6302929666667,-0.025847466666666624,0.05452856666666667,-0.016709300000000066
HD_88133_b,324.1866,-27.72789,-8.75571,5.60536,-0.01224,0.04402,0.00819,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HD_88986_b,17.2,7.66568,3.73152,6.19424,0.23338,0.11255,-0.35661,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HD_89307_b,642.01338,-1.4912,0.68138,3.92701,2.18333,1.3093,0.60189,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HD_89345_b,34.9613,4.4037,3.34997,23.42301,0.0736,0.03387,-0.01868,4,8171.52726,-8.004125,-11.006879999999999,-5.38135
HD_89839_b,1592.32032,0.17084,-2.40457,-2.50907,-3.55037,-1.22676,0.93392,2,4900.278378888889,-1.541411111111111,-1.2792355555555557,5.582717777777777
HD_93351_c,4154.01728,-2.02535,-0.42228,0.3536,-1.67796,9.61508,1.87157,0,9333.03117,-5.00373,6.4406,-8.27413
